Dataset,Subject,Time,Binding,Vaccine Scheme,Figure
2016 Tam,Mouse_58,Day35,14.76154,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_58,Day42,15.28744,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_58,Day49,13.69482,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_58,Day56,24.85775,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_58,Day63,15.54921,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_58,Day77,9.038623,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_58,Day91,8.895191,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day7,0.1,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day14,0.4281409,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day21,0.4342065,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day28,0.1,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day35,23.44384,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day42,38.54752,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day49,49.27917,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day56,74.61265,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day63,58.76174,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day77,37.35865,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_59,Day91,33.1739,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day7,0.4302263,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day14,1.319262,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day21,0.2927135,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day28,0.9390607,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day35,7.17716,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day42,9.680984,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day49,6.854576,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day56,13.93755,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day63,7.342007,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day77,5.744718,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_60,Day91,4.780294,Bolus Prime/Bolus Boost Day 28,Fig2C-Brown
2016 Tam,Mouse_61,Day7,0.1,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_61,Day14,28.79469,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_61,Day21,77.81121,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_61,Day28,39.35182,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_61,Day35,28.44055,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_61,Day42,474.6508,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_61,Day49,570.38,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_61,Day56,368.3689,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_62,Day7,2.680779,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_62,Day14,61.29676,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_62,Day21,162.8204,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_62,Day28,31.35241,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_62,Day35,29.74012,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_62,Day42,607.5157,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_62,Day49,450.4861,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_62,Day56,455.3108,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_63,Day7,0.1,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_63,Day14,304.7862,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_63,Day21,136.3982,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_63,Day28,56.03549,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_63,Day35,52.95003,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_63,Day42,1238.749,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_63,Day49,1036.818,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_63,Day56,715.6763,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_64,Day7,0.1,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_64,Day14,46.05027,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_64,Day21,100.8399,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_64,Day28,38.72969,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_64,Day35,41.20255,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_64,Day42,537.5219,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_64,Day49,656.146,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_64,Day56,359.2228,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_65,Day7,0.1,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_65,Day14,73.98344,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_65,Day21,76.00111,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_65,Day28,31.74461,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_65,Day35,42.41388,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_65,Day42,607.9431,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_65,Day49,464.9641,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_65,Day56,411.0151,2wk Exp-inc Prime/2wk Exp-inc Boost Day 28,Fig2F-Pink
2016 Tam,Mouse_66,Day7,4.777283,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_66,Day14,188.7816,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_66,Day21,90.02423,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_66,Day28,63.76992,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_66,Day35,253.5651,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_66,Day42,343.3736,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_66,Day49,172.285,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_66,Day56,371.4219,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_67,Day7,14.45811,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_67,Day14,70.73802,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_67,Day21,92.14639,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_67,Day28,34.38642,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_67,Day35,199.2573,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_67,Day42,163.9377,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_67,Day49,325.2885,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_67,Day56,109.6471,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_68,Day7,0.124254,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_68,Day14,93.53616,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_68,Day21,40.03411,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_68,Day28,58.97023,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_68,Day35,248.5822,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_68,Day42,180.5445,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_68,Day49,155.4297,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_68,Day56,173.989,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_69,Day7,0.1,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_69,Day14,94.59493,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_69,Day21,12.56625,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_69,Day28,33.7765,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_69,Day35,403.6712,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_69,Day42,312.3097,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_69,Day49,146.5306,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_69,Day56,322.5318,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_70,Day7,0.916034,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_70,Day14,77.58456,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_70,Day21,16.327,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_70,Day28,64.39606,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_70,Day35,245.4128,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_70,Day42,212.7937,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_70,Day49,344.1155,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_70,Day56,186.4037,2wk Exp-inc Prime/Bolus Boost Day 28,Fig2F-Purple
2016 Tam,Mouse_71,Day7,6.804521,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_71,Day14,17.45782,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_71,Day21,17.82315,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_71,Day28,54.96464,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_71,Day35,55.23149,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_71,Day42,162.7522,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_71,Day49,286.3189,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_71,Day56,219.6136,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_72,Day7,3.564354,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_72,Day14,13.60558,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_72,Day21,20.00962,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_72,Day28,6.037785,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_72,Day35,5.627005,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_72,Day42,153.2137,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_72,Day49,84.10667,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_72,Day56,136.8963,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_73,Day7,1.046303,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_73,Day14,21.91613,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_73,Day21,12.80836,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_73,Day28,7.192798,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_73,Day35,10.03311,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_73,Day42,84.60548,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_73,Day49,165.6495,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_73,Day56,117.3217,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_74,Day7,4.578537,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_74,Day14,35.09439,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_74,Day21,11.95703,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_74,Day28,9.554059,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_74,Day35,7.304775,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_74,Day42,62.13013,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_74,Day49,171.4763,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_74,Day56,58.17552,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_75,Day7,5.076205,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_75,Day14,6.245463,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_75,Day21,15.41462,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_75,Day28,14.47545,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_75,Day35,19.55552,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_75,Day42,31.99637,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_75,Day49,279.0979,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_75,Day56,243.1571,Bolus Prime/2wk Exp-inc Boost Day 28,Fig2F-Gray
2016 Tam,Mouse_76,Day7,1.770895,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_76,Day14,8.227805,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_76,Day21,42.21231,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_76,Day28,4.080253,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_76,Day35,41.26534,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_76,Day42,50.27418,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_76,Day49,61.08644,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_76,Day56,39.39009,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_77,Day7,3.147854,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_77,Day14,19.21601,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_77,Day21,16.99889,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_77,Day28,3.752656,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_77,Day35,46.57581,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_77,Day42,51.82594,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_77,Day49,129.625,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_77,Day56,42.60504,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_78,Day7,4.232734,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_78,Day14,40.56384,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_78,Day21,0.1,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_78,Day28,6.479828,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_78,Day35,135.2218,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_78,Day42,140.2953,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_78,Day49,146.6287,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_78,Day56,93.34428,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_79,Day7,9.253855,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_79,Day14,15.70716,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_79,Day21,1.768363,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_79,Day28,25.78664,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_79,Day35,136.5124,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_79,Day42,135.1518,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_79,Day49,53.5628,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_79,Day56,93.93203,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_80,Day7,2.645193,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_80,Day14,0.1,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_80,Day21,0.1,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_80,Day28,5.811564,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_80,Day35,66.3285,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_80,Day42,90.40627,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_80,Day49,45.68603,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_80,Day56,55.22795,Bolus Prime/Bolus Boost Day 28,Fig2F-Brown
2016 Tam,Mouse_81,Day8,0.475,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_81,Day15,0.71,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_81,Day22,0.606,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_81,Day29,0.074,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_81,Day36,0.25,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_81,Day43,46.519,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_81,Day50,21.88,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_81,Day72,0.1,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_81,Day80,1.496,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day8,0.935,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day15,0.61,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day22,0.526,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day29,0.024,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day36,0.42,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day43,5.219,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day50,12.67,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day72,1.257,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_82,Day80,3.266,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day8,1.635,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day15,0.96,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day22,0.986,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day29,0.354,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day36,0.48,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day43,2.759,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day50,5.6,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day72,2.127,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_83,Day80,6.796,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day8,1.905,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day15,1.95,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day22,2.466,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day29,2.544,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day36,3.34,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day43,30.789,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day50,50.67,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day72,12.067,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_84,Day80,33.056,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_85,Day8,1.745,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_85,Day15,1.86,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
