Dataset,Subject,Time,Binding,Vaccine Scheme,Figure
2016 Tam,Mouse_85,Day22,1.416,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_85,Day29,0.944,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_85,Day36,0.96,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_85,Day43,9.559,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_85,Day50,8.38,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_85,Day72,1.507,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_85,Day80,2.466,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day8,0.025,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day15,0.46,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day22,0.156,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day29,0.724,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day36,0.42,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day43,64.919,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day50,32.81,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day72,9.327,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_86,Day80,3.516,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day8,0.115,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day15,0.27,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day22,0.156,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day29,1.014,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day36,0.59,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day43,10.019,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day50,27.15,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day72,23.437,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_87,Day80,6.966,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day8,0.245,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day15,0.34,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day22,0.396,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day29,1.414,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day36,1.05,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day43,4.889,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day50,9.24,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day72,29.517,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_88,Day80,17.246,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day8,0.375,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day15,1.18,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day22,1.376,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day29,5.104,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day36,3.54,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day43,44.069,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day50,70.49,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day72,323.517,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_89,Day80,142.586,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day8,0.265,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day15,1.42,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day22,0.436,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day29,2.194,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day36,1.5,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day43,13.979,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day50,9.68,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day72,23.477,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_90,Day80,16.426,Bolus Prime/Bolus Boost Day 35,FigExtra-Black
2016 Tam,Mouse_91,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_91,Day15,0.64,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_91,Day22,2.966,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_91,Day29,5.754,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_91,Day36,1.68,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_91,Day43,141.269,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_91,Day50,121.82,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_91,Day72,298.687,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_91,Day80,31.266,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day15,1.6,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day22,1.616,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day29,2.324,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day36,2.9,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day43,181.539,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day50,305.22,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day72,40.947,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_92,Day80,95.686,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day15,2.5,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day22,11.236,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day29,25.934,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day36,5.72,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day43,179.819,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day50,616.73,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day72,31.687,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_93,Day80,73.156,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day15,1.82,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day22,6.596,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day29,54.314,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day36,9.23,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day43,298.569,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day50,974.83,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day72,7.047,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_94,Day80,12.896,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day15,0.75,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day22,1.436,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day29,1.284,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day36,1.2,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day43,12.639,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day50,42.67,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day72,113.727,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_95,Day80,3.446,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day15,0.54,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day22,3.436,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day29,9.224,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day36,2.07,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day43,184.399,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day50,190.33,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day72,1110.837,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_96,Day80,71.516,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day15,1.08,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day22,1.006,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day29,3.394,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day36,1.84,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day43,257.639,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day50,475.15,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day72,222.267,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_97,Day80,365.496,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day15,2.12,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day22,8.746,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day29,47.494,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day36,6.62,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day43,321.339,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day50,1844.68,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day72,167.477,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_98,Day80,361.276,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day15,1.32,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day22,4.216,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day29,102.004,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day36,12.57,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day43,571.929,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day50,3620.31,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day72,35.197,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_99,Day80,53.496,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day8,0.1,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day15,0.45,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day22,0.826,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day29,2.484,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day36,2.07,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day43,22.219,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day50,118.52,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day72,458.897,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_100,Day80,13.746,2wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Purple
2016 Tam,Mouse_101,Day8,0.1,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_101,Day15,0.26,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_101,Day22,1.026,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_101,Day29,1.904,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_101,Day36,1.07,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_101,Day43,4.029,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_101,Day50,24.3,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_101,Day72,180.997,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_101,Day80,63.176,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day8,0.105,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day15,0.37,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day22,4.546,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day29,2.764,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day36,4.32,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day43,14.239,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day50,115.71,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day72,50.867,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_102,Day80,26.056,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day8,0.275,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day15,1.49,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day22,2.126,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day29,3.574,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day36,9.06,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day43,50.609,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day50,77.93,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day72,10.587,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_103,Day80,4.676,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day8,0.555,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day15,1.19,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day22,8.236,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day29,37.424,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day36,21,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day43,35.999,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day50,36.62,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day72,23.577,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_104,Day80,5.276,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day8,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day15,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day22,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day29,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day36,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day43,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day50,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day72,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_105,Day80,-,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day8,0.1,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day15,0.06,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day22,0.656,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day29,3.024,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day36,1.86,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day43,8.269,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day50,46.37,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day72,692.977,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_106,Day80,233.706,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day8,0.1,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day15,0.03,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day22,5.136,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day29,5.564,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day36,5.99,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day43,27.239,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day50,440.73,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day72,156.587,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_107,Day80,93.816,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day8,0.1,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day15,0.71,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day22,1.706,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day29,5.744,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day36,12.31,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day43,98.829,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day50,300.73,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day72,35.997,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_108,Day80,25.446,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day8,0.255,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day15,0.63,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day22,4.806,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day29,46.884,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day36,37.29,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day43,170.429,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day50,108.14,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day72,104.457,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
2016 Tam,Mouse_109,Day80,46.316,3wk Exp-inc Prime/Bolus Boost Day 35,FigExtra-Green
